"","Date","Mid.SKSPEC3","Mid.SKSPEC4","Mid.SKSPEC5","Mid.SKSPEC6","Mid.SKSPEC7","Mid.SKSPEC8"
"9264",2014-12-23,0.66933,0.66919,0.6711,0.66344,0.65535,0.64147
"9289",2014-12-24,0.66992,0.6699,0.67183,0.66427,0.65625,0.64239
"9314",2014-12-29,0.6743,0.67439,0.67654,0.66916,0.66145,0.64761
"9339",2014-12-30,0.67057,0.6708,0.67312,0.66575,0.65788,0.64416
"9364",2014-12-31,0.67088,0.67077,0.67282,0.66536,0.65715,0.64321
"9389",2015-01-02,0.67205,0.6726,0.67542,0.66848,0.66103,0.64757
"9414",2015-01-05,0.67279,0.67359,0.67669,0.66996,0.66268,0.64936
"9439",2015-01-06,0.67153,0.67152,0.67379,0.66633,0.65807,0.64415
"9464",2015-01-07,0.6713,0.67132,0.67364,0.66622,0.65822,0.64437
"9489",2015-01-08,0.67399,0.67456,0.67751,0.67064,0.66339,0.64995
"9514",2015-01-09,0.67553,0.67618,0.67921,0.67243,0.66498,0.65154
"9539",2015-01-12,0.67529,0.67581,0.67871,0.67157,0.66415,0.65057
"9564",2015-01-13,0.67571,0.67609,0.67888,0.67165,0.66402,0.65045
"9589",2015-01-14,0.67485,0.67499,0.67745,0.66994,0.66191,0.64807
"9614",2015-01-15,0.67387,0.67369,0.67582,0.66802,0.65969,0.64567
"9639",2015-01-16,0.67385,0.6734,0.67527,0.6673,0.65904,0.64482
"9664",2015-01-19,0.67396,0.67348,0.67528,0.66739,0.65931,0.64514
"9689",2015-01-20,0.67533,0.67532,0.67756,0.67006,0.66215,0.64821
"9714",2015-01-21,0.6775,0.67794,0.68077,0.67365,0.66606,0.65243
"9739",2015-01-22,0.67969,0.6803,0.6834,0.67647,0.6692,0.65577
"9764",2015-01-23,0.68229,0.68393,0.68813,0.68222,0.67605,0.66335
"9789",2015-01-26,0.68333,0.6848,0.68882,0.6827,0.67598,0.66303
"9814",2015-01-27,0.68317,0.68445,0.68833,0.68209,0.67524,0.66223
"9839",2015-01-28,0.68066,0.68121,0.68423,0.67737,0.66978,0.6563
"9864",2015-01-29,0.68026,0.68065,0.68357,0.67658,0.66909,0.65548
"9889",2015-01-30,0.68038,0.68077,0.6837,0.67677,0.66945,0.65592
"9914",2015-02-02,0.67986,0.68001,0.68264,0.67548,0.66771,0.65392
"9939",2015-02-03,0.68196,0.68252,0.68567,0.67891,0.6719,0.6584
"9964",2015-02-04,0.6827,0.68363,0.68711,0.68065,0.67353,0.66031
"9989",2015-02-05,0.68073,0.68129,0.6843,0.67753,0.67001,0.65649
"10014",2015-02-06,0.67999,0.68034,0.68312,0.67618,0.6686,0.65502
"10039",2015-02-09,0.67896,0.67925,0.68192,0.67491,0.6671,0.65352
"10064",2015-02-10,0.67857,0.67888,0.68159,0.67461,0.66703,0.65351
"10089",2015-02-11,0.67782,0.67787,0.68039,0.67326,0.66542,0.65178
"10114",2015-02-12,0.6775,0.67818,0.68128,0.67462,0.66744,0.65417
"10139",2015-02-13,0.67907,0.68016,0.68377,0.67755,0.6708,0.6578
"10164",2015-02-16,0.68052,0.68169,0.68535,0.67916,0.6724,0.65945
"10189",2015-02-17,0.68037,0.68181,0.68576,0.67983,0.6732,0.66039
"10214",2015-02-18,0.68023,0.6818,0.68576,0.67984,0.67333,0.66058
"10239",2015-02-19,0.67999,0.6817,0.68585,0.68009,0.6738,0.66119
"10264",2015-02-20,0.6809,0.68275,0.68706,0.68143,0.67529,0.66282
"10289",2015-02-23,0.68142,0.68325,0.68754,0.68191,0.67582,0.66328
"10314",2015-02-24,0.68076,0.6826,0.68688,0.6812,0.67496,0.66234
"10339",2015-02-25,0.68146,0.68322,0.68748,0.68182,0.67561,0.66296
"10364",2015-02-26,0.68273,0.68474,0.6892,0.68372,0.67775,0.66527
"10389",2015-02-27,0.6836,0.6856,0.69012,0.68464,0.67873,0.66624
"10414",2015-03-02,0.68398,0.68606,0.69078,0.68542,0.67965,0.66715
"10439",2015-03-03,0.68303,0.68492,0.68942,0.68395,0.67809,0.66548
"10464",2015-03-04,0.68107,0.68262,0.68673,0.68093,0.67459,0.66176
"10489",2015-03-05,0.68158,0.68335,0.68772,0.68219,0.67635,0.66375
"10514",2015-03-06,0.68313,0.68509,0.68968,0.68432,0.67853,0.66604
"10539",2015-03-09,0.6821,0.6839,0.68821,0.68256,0.67646,0.66374
"10564",2015-03-10,0.68004,0.68119,0.6849,0.67886,0.67227,0.65922
"10589",2015-03-11,0.67781,0.67835,0.68149,0.67495,0.66794,0.65457
"10614",2015-03-12,0.68035,0.68123,0.68487,0.67879,0.67228,0.65926
"10639",2015-03-13,0.68302,0.6843,0.68838,0.68264,0.67651,0.66361
"10664",2015-03-16,0.68383,0.68531,0.68961,0.68398,0.67785,0.66497
"10689",2015-03-17,0.68411,0.68589,0.69055,0.6852,0.67939,0.66664
"10714",2015-03-18,0.68583,0.68849,0.69407,0.68949,0.68429,0.67207
"10739",2015-03-19,0.68733,0.69001,0.69571,0.69118,0.68594,0.67361
"10764",2015-03-20,0.68865,0.69179,0.69791,0.69365,0.68895,0.67701
"10789",2015-03-23,0.68978,0.69286,0.69899,0.69479,0.68992,0.67791
"10814",2015-03-24,0.69064,0.69378,0.70002,0.69591,0.69117,0.67914
"10839",2015-03-25,0.69066,0.69375,0.69985,0.69566,0.69067,0.67852
"10864",2015-03-26,0.68829,0.69092,0.69622,0.69146,0.68573,0.67322
"10889",2015-03-27,0.68759,0.69009,0.69534,0.69043,0.68503,0.6726
"10914",2015-03-30,0.68971,0.69292,0.69904,0.69481,0.69016,0.67816
"10939",2015-03-31,0.69007,0.69347,0.69966,0.6955,0.69061,0.6786
"10964",2015-04-01,0.69166,0.69553,0.70234,0.69861,0.69443,0.68284
"10989",2015-04-02,0.69304,0.69702,0.70396,0.70035,0.69616,0.68465
"11014",2015-04-07,0.6949,0.6994,0.70703,0.70395,0.70033,0.68923
"11039",2015-04-08,0.699,0.70464,0.71354,0.71123,0.70841,0.698
"11064",2015-04-09,0.70216,0.70863,0.71853,0.71697,0.71497,0.70517
"11089",2015-04-10,0.70542,0.71296,0.72412,0.72347,0.72247,0.71336
"11114",2015-04-13,0.70768,0.71607,0.72801,0.72789,0.72741,0.71868
"11139",2015-04-14,0.70659,0.71452,0.72585,0.72539,0.72445,0.71547
"11164",2015-04-15,0.706634,0.714639,0.726163,0.725805,0.724986,0.716066
"11189",2015-04-16,0.706089,0.714143,0.725628,0.725179,0.724251,0.715318
"11214",2015-04-17,0.702256,0.709206,0.719293,0.71796,0.715918,0.706536
"11239",2015-04-20,0.701859,0.708756,0.719053,0.717839,0.71618,0.706938
"11264",2015-04-21,0.703641,0.71102,0.721954,0.721125,0.719903,0.710954
"11289",2015-04-22,0.702858,0.710243,0.721004,0.719985,0.718439,0.70941
"11314",2015-04-23,0.702159,0.709428,0.72021,0.719125,0.717638,0.708578
"11339",2015-04-24,0.702731,0.710195,0.721198,0.720301,0.719064,0.710206
"11364",2015-04-27,0.703827,0.711349,0.722441,0.721679,0.720529,0.711706
"11389",2015-04-28,0.702903,0.709986,0.720409,0.71913,0.717436,0.708351
"11414",2015-04-29,0.701752,0.708366,0.718403,0.716715,0.714693,0.705338
"11439",2015-04-30,0.700346,0.706335,0.715738,0.713429,0.710759,0.701042
